county,objectid,county_fips,geoid,total_vax,new_vax,total_population,percent_total,pop_18_up,pop_16_up,update_dts
Alamance,1218,1,37001021801,1025,1025,4858,25.4090233019336,3847,4034,2021-04-29
Alamance,1257,1,37001021802,698,698,3743,23.6129905277402,2860,2956,2021-04-29
Alamance,1291,1,37001020801,375,375,1661,28.3875851627555,1293,1321,2021-04-29
Alexander,1946,3,37003040500,1094,1094,7016,19.0360187924134,5511,5747,2021-04-29
Alexander,1950,3,37003040100,587,587,3167,22.2939612609191,2577,2633,2021-04-29
Alexander,2003,3,37003040400,1446,1446,6761,26.9023255813953,5164,5375,2021-04-29
Alexander,2004,3,37003040700,1796,1796,6823,32.0142602495544,5463,5610,2021-04-29
Alexander,2005,3,37003040600,1477,1477,6372,26.9132653061224,5340,5488,2021-04-29
Alexander,2134,3,37003040200,834,834,3910,25.9570494864613,3133,3213,2021-04-29
Alexander,2182,3,37003040300,690,690,3164,26.9005847953216,2457,2565,2021-04-29
Alleghany,1414,5,37005950300,719,719,3180,25.5962976148095,2742,2809,2021-04-29
Alleghany,1515,5,37005950200,834,834,3711,28.4544524053224,2838,2931,2021-04-29
Alleghany,1757,5,37005950100,884,884,4117,24.5011086474501,3510,3608,2021-04-29
Anson,898,7,37007920300,1408,1408,7496,21.7855485068853,6318,6463,2021-04-29
Anson,949,7,37007920500,1389,1389,5566,29.6985246953175,4600,4677,2021-04-29
Anson,1179,7,37007920400,455,455,3175,19.3370165745856,2281,2353,2021-04-29
Anson,1219,7,37007920100,632,632,3031,24.930966469428,2304,2535,2021-04-29
Anson,1220,7,37007920200,286,286,1881,18.89035667107,1501,1514,2021-04-29
Anson,1289,7,37007920600,708,708,3753,22.1874020683171,3067,3191,2021-04-29
Ashe,1430,9,37009970300,456,456,2573,21.1994421199442,2113,2151,2021-04-29
Ashe,1617,9,37009970700,1688,1688,5230,36.3558044367866,4562,4643,2021-04-29
Ashe,1684,9,37009970800,1180,1180,5234,27.5829827021973,4096,4278,2021-04-29
Ashe,1721,9,37009970400,1182,1182,5029,29.2068198665678,3930,4047,2021-04-29
Ashe,1773,9,37009970500,1519,1519,5839,30.2048120898787,4839,5029,2021-04-29
Ashe,1775,9,37009970200,556,556,2958,22.2488995598239,2467,2499,2021-04-29
Avery,1541,11,37011930100,640,640,3570,20.6052801030264,3083,3106,2021-04-29
Avery,1616,11,37011930400,617,617,5770,11.8517095658855,4995,5206,2021-04-29
Avery,1745,11,37011930200,736,736,2348,35.2153110047847,2072,2090,2021-04-29
Avery,1753,11,37011930302,405,405,2566,18.6721991701245,2052,2169,2021-04-29
Avery,1772,11,37011930301,683,683,3252,24.8092989466037,2724,2753,2021-04-29
Beaufort,308,13,37013930900,1701,1701,4297,45.3963170536429,3715,3747,2021-04-29
Beaufort,309,13,37013930800,465,465,2628,22.2381635581062,2071,2091,2021-04-29
Beaufort,318,13,37013930700,925,925,2552,41.7607223476298,2180,2215,2021-04-29
Beaufort,322,13,37013931000,1021,1021,6225,21.7790102389079,4611,4688,2021-04-29
Beaufort,336,13,37013930200,1600,1600,6572,28.3035556341765,5345,5653,2021-04-29
Beaufort,364,13,37013930501,1433,1433,4435,38.9402173913044,3573,3680,2021-04-29
Beaufort,381,13,37013930300,1065,1065,3714,36.3109444255029,2807,2933,2021-04-29
Beaufort,382,13,37013930502,767,767,3866,24.7499193288157,3007,3099,2021-04-29
Beaufort,417,13,37013930400,1534,1534,4724,40.3578005787951,3674,3801,2021-04-29
Beaufort,449,13,37013930600,838,838,3174,30.3733236679956,2648,2759,2021-04-29
Beaufort,713,13,37013930100,1063,1063,4981,26.3314342333416,3929,4037,2021-04-29
Bertie,1376,15,37015960400,1625,1625,6535,29.2581922938423,5412,5554,2021-04-29
Bertie,1463,15,37015960100,1139,1139,5616,23.1692432872254,4809,4916,2021-04-29
Bertie,1588,15,37015960200,615,615,3953,19.4128787878788,3085,3168,2021-04-29
Bertie,1652,15,37015960300,440,440,3276,16,2680,2750,2021-04-29
Bladen,1377,17,37017950400,1425,1425,6281,27.1635531833778,5006,5246,2021-04-29
Bladen,1524,17,37017950500,1126,1126,6646,19.7197898423818,5503,5710,2021-04-29
Bladen,1525,17,37017950600,1207,1207,5752,25.8679811401629,4534,4666,2021-04-29
Bladen,1589,17,37017950200,460,460,3099,18.1459566074951,2471,2535,2021-04-29
Bladen,1708,17,37017950300,1082,1082,6549,21.1452022669533,4974,5117,2021-04-29
Bladen,1749,17,37017950100,1138,1138,5080,28.485607008761,3928,3995,2021-04-29
Brunswick,1309,19,37019020103,3880,3880,8929,52.7747551686616,7062,7352,2021-04-29
Brunswick,1310,19,37019020202,3570,3570,9327,45.8750963762529,7733,7782,2021-04-29
Brunswick,1311,19,37019020304,5351,5351,8049,70.5564345991561,7491,7584,2021-04-29
Brunswick,1312,19,37019020309,1415,1415,2968,52.1562845558422,2669,2713,2021-04-29
Brunswick,1314,19,37019020204,1802,1802,6847,33.4881992194759,5227,5381,2021-04-29
Brunswick,1346,19,37019020602,1155,1155,5378,25.0814332247557,4465,4605,2021-04-29
Brunswick,1352,19,37019020507,2896,2896,7639,41.4069202173291,6917,6994,2021-04-29
Brunswick,1354,19,37019020303,1546,1546,4029,43.3053221288515,3550,3570,2021-04-29
Brunswick,1355,19,37019020305,1387,1387,2795,60.8867427568042,2252,2278,2021-04-29
Brunswick,1357,19,37019020508,1598,1598,2992,54.8575351870923,2913,2913,2021-04-29
Brunswick,1395,19,37019020102,1492,1492,5186,34.9087505849322,4162,4274,2021-04-29
Brunswick,1416,19,37019020101,581,581,2554,26.1123595505618,2159,2225,2021-04-29
Brunswick,1432,19,37019020306,1050,1050,2167,55.0603041426324,1881,1907,2021-04-29
Brunswick,1490,19,37019020308,936,936,1896,54.9941245593419,1697,1702,2021-04-29
Brunswick,1520,19,37019020601,1079,1079,4826,27.8811369509044,3713,3870,2021-04-29
Brunswick,1521,19,37019020404,721,721,2800,29.3089430894309,2358,2460,2021-04-29
Brunswick,1522,19,37019020310,1141,1141,2568,47.4034067303698,2387,2407,2021-04-29
Brunswick,1530,19,37019020511,928,928,2412,42.9430819065248,2147,2161,2021-04-29
Brunswick,1538,19,37019020402,1022,1022,3393,34.1691741892344,2978,2991,2021-04-29
Brunswick,1539,19,37019020512,594,594,932,68.1192660550459,870,872,2021-04-29
Brunswick,1542,19,37019020506,1438,1438,5352,32.9892177104841,4251,4359,2021-04-29
Brunswick,1543,19,37019020509,2094,2094,4861,49.0513000702741,4157,4269,2021-04-29
Brunswick,1553,19,37019020104,1171,1171,5816,25.5064256153344,4455,4591,2021-04-29
Brunswick,1554,19,37019020403,1192,1192,5336,24.3066884176183,4833,4904,2021-04-29
Brunswick,1625,19,37019020405,1001,1001,3312,33.8404327248141,2853,2958,2021-04-29
Brunswick,1629,19,37019020201,1146,1146,4564,30.4787234042553,3638,3760,2021-04-29
Brunswick,1695,19,37019020603,890,890,3329,31.6951566951567,2717,2808,2021-04-29
Brunswick,1696,19,37019020504,948,948,2045,47.2111553784861,1984,2008,2021-04-29
Brunswick,1699,19,37019020203,566,566,2748,24.3022756547875,2189,2329,2021-04-29
Brunswick,1717,19,37019020510,749,749,2039,40.1178361006963,1792,1867,2021-04-29
Brunswick,1723,19,37019020505,837,837,4496,23.2564601278133,3458,3599,2021-04-29
Brunswick,1787,19,37019020307,,,230,,230,230,2021-04-29
Brunswick,1794,19,37019990100,,,0,,0,0,2021-04-29
Buncombe,1814,21,37021002000,2083,2083,6446,38.4459210040605,5364,5418,2021-04-29
Buncombe,1816,21,37021001600,3059,3059,6514,55.9129957960154,5358,5471,2021-04-29
Buncombe,1818,21,37021002206,2148,2148,4829,52.0348837209302,4066,4128,2021-04-29
Buncombe,1822,21,37021001000,1600,1600,4811,41.386445938955,3772,3866,2021-04-29
Buncombe,1823,21,37021000700,596,596,1605,43.6630036630037,1322,1365,2021-04-29
Buncombe,1824,21,37021002203,1208,1208,4429,33.4255672385169,3510,3614,2021-04-29
Buncombe,1825,21,37021002204,3838,3838,9453,47.4412855377009,8037,8090,2021-04-29
Buncombe,1826,21,37021002702,1655,1655,4403,44.3224424209962,3718,3734,2021-04-29
Buncombe,1843,21,37021001200,1888,1888,4903,47.9066226845978,3886,3941,2021-04-29
Buncombe,1844,21,37021001801,1344,1344,3391,45.420750253464,2959,2959,2021-04-29
Buncombe,1845,21,37021003104,2087,2087,6487,36.8662780427486,5526,5661,2021-04-29
Buncombe,1854,21,37021002301,2211,2211,6862,38.5998603351955,5475,5728,2021-04-29
Buncombe,1855,21,37021000500,1827,1827,3559,61.4324142568931,2832,2974,2021-04-29
Buncombe,1856,21,37021000800,1381,1381,3454,45.2490170380079,2929,3052,2021-04-29
Buncombe,1857,21,37021000100,619,619,1445,43.2262569832402,1418,1432,2021-04-29
Buncombe,1860,21,37021001802,1830,1830,5062,43.2011331444759,4147,4236,2021-04-29
Buncombe,1861,21,37021002205,2328,2328,7406,39.2580101180438,5728,5930,2021-04-29
Buncombe,1862,21,37021002606,929,929,4462,27.4852071005917,3336,3380,2021-04-29
Buncombe,1863,21,37021003202,1512,1512,4082,43.1137724550898,3348,3507,2021-04-29
Buncombe,1872,21,37021002402,1043,1043,4943,26.9997411338338,3768,3863,2021-04-29
Buncombe,1877,21,37021002506,675,675,3655,23.9107332624867,2730,2823,2021-04-29
Buncombe,1903,21,37021002701,1112,1112,3861,33.3633363336334,3299,3333,2021-04-29
Buncombe,1922,21,37021002302,2795,2795,9265,36.1531496572242,7532,7731,2021-04-29
Buncombe,1923,21,37021003002,1991,1991,6591,33.837525492862,5770,5884,2021-04-29
Buncombe,1924,21,37021002605,1361,1361,6215,26.9718588981371,4892,5046,2021-04-29
Buncombe,1925,21,37021002401,644,644,3514,22.5411270563528,2742,2857,2021-04-29
Buncombe,1926,21,37021002503,871,871,4081,27.058092575334,3163,3219,2021-04-29
Buncombe,1944,21,37021003204,1629,1629,5977,33.1771894093686,4744,4910,2021-04-29
Buncombe,1949,21,37021003102,1666,1666,5518,34.4072697232548,4703,4842,2021-04-29
Buncombe,1986,21,37021003001,2559,2559,9026,33.4466082864985,7532,7651,2021-04-29
Buncombe,1987,21,37021000900,1037,1037,2996,42.3957481602617,2410,2446,2021-04-29
Buncombe,1988,21,37021002504,1136,1136,4896,27.9527559055118,3858,4064,2021-04-29
Buncombe,1989,21,37021002505,1511,1511,5313,33.901727619475,4371,4457,2021-04-29
Buncombe,1990,21,37021002604,1383,1383,5787,28.0129633380595,4823,4937,2021-04-29
Buncombe,1991,21,37021002703,1971,1971,6441,36.0856829000366,5290,5462,2021-04-29
Buncombe,2050,21,37021000600,826,826,1871,50.5817513778322,1633,1633,2021-04-29
Buncombe,2051,21,37021001900,1417,1417,3885,43.8428217821782,3163,3232,2021-04-29
Buncombe,2052,21,37021001400,1684,1684,6950,27.9177718832891,5875,6032,2021-04-29
Buncombe,2060,21,37021000400,1339,1339,3899,36.8160571899918,3607,3637,2021-04-29
Buncombe,2061,21,37021002102,1529,1529,5740,34.8053721830184,4230,4393,2021-04-29
Buncombe,2062,21,37021001300,1113,1113,4551,30.0729532558768,3623,3701,2021-04-29
Buncombe,2063,21,37021001100,1974,1974,5573,42.4516129032258,4445,4650,2021-04-29
Buncombe,2064,21,37021002900,708,708,3814,23.1221423905944,2959,3062,2021-04-29
Buncombe,2065,21,37021002803,879,879,4827,23.7631792376318,3490,3699,2021-04-29
Buncombe,2066,21,37021003201,694,694,1663,48.3286908077994,1404,1436,2021-04-29
Buncombe,2067,21,37021002603,713,713,3818,22.6997771410379,3071,3141,2021-04-29
Buncombe,2068,21,37021002607,1184,1184,4091,34.5996493278784,3354,3422,2021-04-29
Buncombe,2069,21,37021002804,1418,1418,4883,35.565588161525,3732,3987,2021-04-29
Buncombe,2108,21,37021001700,1551,1551,2728,64.037985136251,2341,2422,2021-04-29
Buncombe,2122,21,37021001500,726,726,2711,33.2265446224256,2158,2185,2021-04-29
Buncombe,2131,21,37021002101,771,771,1462,65.6729131175469,1145,1174,2021-04-29
Buncombe,2132,21,37021003203,1700,1700,5774,37.3872883219705,4446,4547,2021-04-29
Buncombe,2168,21,37021000300,813,813,2396,40.8132530120482,1955,1992,2021-04-29
Buncombe,2170,21,37021003205,315,315,1278,28.6624203821656,1093,1099,2021-04-29
Buncombe,2171,21,37021000200,559,559,1402,51.0502283105023,1095,1095,2021-04-29
Buncombe,2178,21,37021003103,613,613,1888,37.8395061728395,1553,1620,2021-04-29
Burke,199,23,37023020802,958,958,3553,31.1038961038961,2992,3080,2021-04-29
Burke,200,23,37023020500,1066,1066,2818,47.022496691663,2232,2267,2021-04-29
Burke,201,23,37023020201,1721,1721,6586,29.8992355802641,5699,5756,2021-04-29
Burke,202,23,37023021400,1363,1363,4997,35.3383458646617,3703,3857,2021-04-29
Burke,211,23,37023020100,953,953,4318,25.7011866235167,3587,3708,2021-04-29
Burke,228,23,37023021301,1633,1633,5654,31.9069949198906,4963,5118,2021-04-29
Burke,229,23,37023021203,678,678,4377,19.3437945791726,3348,3505,2021-04-29
Burke,230,23,37023021202,633,633,4928,15.6683168316832,3949,4040,2021-04-29
Burke,231,23,37023020801,1172,1172,5457,24.4166666666667,4601,4800,2021-04-29
Burke,248,23,37023020900,1514,1514,6901,26.5381244522349,5522,5705,2021-04-29
Burke,249,23,37023021000,971,971,5070,23.1686948222381,4101,4191,2021-04-29
Burke,250,23,37023020202,1474,1474,4222,42.1142857142857,3374,3500,2021-04-29
Burke,251,23,37023020302,1768,1768,7403,28.95512610547,5919,6106,2021-04-29
Burke,252,23,37023020600,1685,1685,5573,40.3496168582375,4085,4176,2021-04-29
Burke,253,23,37023020301,981,981,4962,24.4943820224719,3818,4005,2021-04-29
Burke,254,23,37023021201,831,831,3724,26.4397072860325,3072,3143,2021-04-29
Burke,286,23,37023021302,715,715,3425,22.5552050473186,3094,3170,2021-04-29
Burke,287,23,37023021100,1068,1068,6000,21.3046080191502,4865,5013,2021-04-29
Cabarrus,1337,25,37025041302,1878,1878,11284,23.9938673821387,7626,7827,2021-04-29
Cabarrus,1338,25,37025042503,1100,1100,4099,35.1662404092072,2998,3128,2021-04-29
Cabarrus,1358,25,37025041200,1578,1578,8857,23.5557545902373,6427,6699,2021-04-29
Cabarrus,1359,25,37025041100,1301,1301,6383,26.6053169734151,4672,4890,2021-04-29
Cabarrus,1360,25,37025040500,1983,1983,13448,18.5205940039227,9934,10707,2021-04-29
Cabarrus,1362,25,37025041303,2380,2380,10349,32.5003413901407,7003,7323,2021-04-29
Cabarrus,1363,25,37025042603,1715,1715,8096,27.1317829457364,6129,6321,2021-04-29
Cabarrus,1364,25,37025042604,1224,1224,5033,30.4629168740667,3840,4018,2021-04-29
Cabarrus,1397,25,37025040600,1125,1125,7091,19.2340571037784,5693,5849,2021-04-29
Cabarrus,1433,25,37025040900,397,397,2003,24.6583850931677,1583,1610,2021-04-29
Cabarrus,1451,25,37025042602,684,684,4177,21.7142857142857,2956,3150,2021-04-29
Cabarrus,1492,25,37025041601,1541,1541,8634,22.7554636739516,6650,6772,2021-04-29
Cabarrus,1493,25,37025041301,1316,1316,6861,24.5247856876631,5038,5366,2021-04-29
Cabarrus,1494,25,37025042402,698,698,6715,14.1553437436625,4777,4931,2021-04-29
Cabarrus,1523,25,37025042000,783,783,5115,18.2050685887003,4016,4301,2021-04-29
Cabarrus,1532,25,37025041701,771,771,4025,22.8579899199526,3176,3373,2021-04-29
Cabarrus,1555,25,37025041000,805,805,5842,18.1756604199594,4239,4429,2021-04-29
Cabarrus,1556,25,37025042200,1780,1780,7066,30.6262904335857,5519,5812,2021-04-29
Cabarrus,1557,25,37025040703,388,388,2763,20.5508474576271,1785,1888,2021-04-29
Cabarrus,1558,25,37025041501,2846,2846,11311,34.1328855840729,7968,8338,2021-04-29
Cabarrus,1559,25,37025041502,1658,1658,8018,26.3970705301704,6052,6281,2021-04-29
Cabarrus,1560,25,37025042501,1148,1148,4171,31.9243604004449,3509,3596,2021-04-29
Cabarrus,1631,25,37025040702,1135,1135,7143,21.5206674251043,5104,5274,2021-04-29
Cabarrus,1632,25,37025042401,1043,1043,3544,35.7314148681055,2850,2919,2021-04-29
Cabarrus,1634,25,37025041503,757,757,4333,22.4562444378523,3238,3371,2021-04-29
Cabarrus,1635,25,37025041602,642,642,3982,19.2850705917693,3241,3329,2021-04-29
Cabarrus,1636,25,37025042502,479,479,2660,21.5377697841727,2192,2224,2021-04-29
Cabarrus,1637,25,37025042504,460,460,1595,34.7694633408919,1283,1323,2021-04-29
Cabarrus,1638,25,37025042601,1665,1665,5264,38.7299371946964,4133,4299,2021-04-29
Cabarrus,1700,25,37025040800,611,611,3760,21.2226467523446,2817,2879,2021-04-29
Cabarrus,1702,25,37025041702,556,556,3672,17.9066022544283,3013,3105,2021-04-29
Cabarrus,1703,25,37025042102,434,434,3937,14.6720757268425,2688,2958,2021-04-29
Cabarrus,1727,25,37025042300,946,946,4078,29.4795886569025,3178,3209,2021-04-29
Cabarrus,1728,25,37025041902,508,508,4239,16.4401294498382,2899,3090,2021-04-29
Cabarrus,1729,25,37025042101,379,379,3180,16.4282618118769,2262,2307,2021-04-29
Cabarrus,1730,25,37025040701,240,240,1671,18.3066361556064,1294,1311,2021-04-29
Cabarrus,1731,25,37025041901,199,199,2216,12.7564102564103,1523,1560,2021-04-29
Caldwell,172,27,37027031300,2110,2110,8912,28.7975979254811,6888,7327,2021-04-29
Caldwell,181,27,37027031202,846,846,4387,24.0477544059125,3464,3518,2021-04-29
Caldwell,204,27,37027030500,1593,1593,4940,39.5285359801489,3910,4030,2021-04-29
Caldwell,217,27,37027030200,942,942,4712,24.4738893219018,3808,3849,2021-04-29
Caldwell,218,27,37027030100,1177,1177,5448,26.7560809274835,4175,4399,2021-04-29
Caldwell,242,27,37027031100,1063,1063,4252,30.3194523673702,3440,3506,2021-04-29
Caldwell,243,27,37027030300,895,895,4170,26.9334938308757,3197,3323,2021-04-29
Caldwell,244,27,37027030800,1557,1557,7646,25.064391500322,6057,6212,2021-04-29
Caldwell,245,27,37027031201,1033,1033,4500,26.5211810012837,3820,3895,2021-04-29
Caldwell,246,27,37027031402,732,732,3357,26.5602322206096,2678,2756,2021-04-29
Caldwell,270,27,37027031000,727,727,3226,26.6202856096668,2644,2731,2021-04-29
Caldwell,271,27,37027030400,910,910,3947,27.3355361970562,3212,3329,2021-04-29
Caldwell,275,27,37027030900,1038,1038,4695,26.2984545224221,3888,3947,2021-04-29
Caldwell,276,27,37027030700,1476,1476,7027,24.9408583981075,5742,5918,2021-04-29
Caldwell,288,27,37027031403,469,469,2531,23.953013278856,1844,1958,2021-04-29
Caldwell,293,27,37027031401,722,722,3423,25.7305773342837,2703,2806,2021-04-29
Caldwell,294,27,37027030600,1059,1059,4711,27.8318002628121,3724,3805,2021-04-29
Camden,1837,29,37029950102,913,913,4827,23.9632545931759,3693,3810,2021-04-29
Camden,1962,29,37029950101,865,865,5724,19.031903190319,4465,4545,2021-04-29
Carteret,16,31,37031970701,263,263,1105,28.0383795309168,900,938,2021-04-29
Carteret,18,31,37031970901,614,614,1196,58.6437440305635,1003,1047,2021-04-29
Carteret,20,31,37031970403,465,465,1230,41.6666666666667,1101,1116,2021-04-29
Carteret,21,31,37031970702,734,734,3011,30.0696435886932,2317,2441,2021-04-29
Carteret,41,31,37031970805,347,347,1847,23.5893949694086,1430,1471,2021-04-29
Carteret,42,31,37031970301,1495,1495,4578,40.058949624866,3656,3732,2021-04-29
Carteret,43,31,37031970802,591,591,2130,34.7442680776014,1628,1701,2021-04-29
Carteret,45,31,37031971002,753,753,1343,62.1287128712871,1200,1212,2021-04-29
Carteret,78,31,37031970703,1133,1133,5363,25.324094769781,4331,4474,2021-04-29
Carteret,80,31,37031970704,571,571,2330,30.259671436142,1843,1887,2021-04-29
Carteret,100,31,37031970102,605,605,2394,29.0865384615385,1985,2080,2021-04-29
Carteret,110,31,37031970601,265,265,1458,20.8169677926159,1250,1273,2021-04-29
Carteret,111,31,37031970803,560,560,1584,43.1765612952968,1250,1297,2021-04-29
Carteret,112,31,37031970804,1110,1110,3532,40.8689248895434,2624,2716,2021-04-29
Carteret,115,31,37031970605,609,609,1408,48.6421725239617,1229,1252,2021-04-29
Carteret,116,31,37031970801,719,719,3106,27.8682170542636,2490,2580,2021-04-29
Carteret,126,31,37031970304,870,870,2209,46.1293743372216,1863,1886,2021-04-29
Carteret,127,31,37031970902,571,571,1379,47.3073736536868,1207,1207,2021-04-29
Carteret,128,31,37031970504,607,607,1858,43.3571428571429,1353,1400,2021-04-29
Carteret,129,31,37031970603,276,276,1371,23.9791485664639,1139,1151,2021-04-29
Carteret,131,31,37031970903,547,547,1128,53.2619279454723,1001,1027,2021-04-29
Carteret,132,31,37031970604,1010,1010,2167,55.4945054945055,1787,1820,2021-04-29
Carteret,134,31,37031970501,691,691,3073,29.2796610169492,2329,2360,2021-04-29
Carteret,136,31,37031970502,779,779,2379,38.6025768087215,1995,2018,2021-04-29
Carteret,137,31,37031970103,724,724,2743,29.041315683915,2395,2493,2021-04-29
Carteret,138,31,37031970401,491,491,1591,33.5153583617747,1456,1465,2021-04-29
Carteret,139,31,37031970200,387,387,1260,35.3424657534247,1070,1095,2021-04-29
Carteret,140,31,37031970302,368,368,1174,35.4186717998075,1011,1039,2021-04-29
Carteret,141,31,37031970303,337,337,1037,33.8693467336683,979,995,2021-04-29
Carteret,142,31,37031970503,659,659,2307,34.1273951320559,1898,1931,2021-04-29
Carteret,143,31,37031971101,413,413,1268,35.5116079105761,1144,1163,2021-04-29
Carteret,144,31,37031970101,219,219,959,25.886524822695,840,846,2021-04-29
Carteret,145,31,37031970602,453,453,1157,44.9851042701092,962,1007,2021-04-29
Carteret,146,31,37031971001,140,140,520,28.8065843621399,472,486,2021-04-29
Carteret,147,31,37031971102,164,164,560,31.1195445920304,504,527,2021-04-29
Carteret,148,31,37031970402,390,390,1315,32.8836424957842,1157,1186,2021-04-29
Carteret,149,31,37031980100,,,0,,0,0,2021-04-29
Carteret,150,31,37031990100,,,0,,0,0,2021-04-29
Carteret,151,31,37031990200,,,0,,0,0,2021-04-29
Caswell,1864,33,37033930200,1215,1215,5376,26.7798104474322,4437,4537,2021-04-29
Caswell,1879,33,37033930600,1192,1192,5212,28.2799525504152,4067,4215,2021-04-29
Caswell,1927,33,37033930400,615,615,2229,30.2062868369352,2003,2036,2021-04-29
Caswell,2072,33,37033930300,608,608,3922,18.9113530326594,3115,3215,2021-04-29
Caswell,2135,33,37033930500,876,876,3538,30.1652892561983,2863,2904,2021-04-29
Caswell,2136,33,37033930100,539,539,2407,26.8292682926829,1930,2009,2021-04-29
Catawba,892,35,37035010401,1865,1865,7215,31.4821066846725,5807,5924,2021-04-29
Catawba,893,35,37035010301,1276,1276,4722,33.3072304881232,3652,3831,2021-04-29
Catawba,943,35,37035010102,1198,1198,4113,35.5068168346177,3262,3374,2021-04-29
Catawba,944,35,37035010302,1921,1921,5763,40.7682512733447,4540,4712,2021-04-29
Catawba,975,35,37035011200,1238,1238,6363,23.7255653507091,5074,5218,2021-04-29
Catawba,983,35,37035011702,1396,1396,7067,25.6052824651504,5374,5452,2021-04-29
Catawba,1088,35,37035011101,825,825,3885,25.6609642301711,3115,3215,2021-04-29
Catawba,1089,35,37035010303,954,954,4405,27.1408250355619,3333,3515,2021-04-29
Catawba,1090,35,37035011801,1563,1563,5680,32.0418204182042,4686,4878,2021-04-29
Catawba,1091,35,37035011503,983,983,3690,32.3461665021389,2971,3039,2021-04-29
Catawba,1092,35,37035011401,573,573,3544,19.8958333333333,2787,2880,2021-04-29
Catawba,1093,35,37035011601,895,895,4542,25.4405912450256,3333,3518,2021-04-29
Catawba,1184,35,37035011802,1046,1046,6331,20.2242846094354,4892,5172,2021-04-29
Catawba,1185,35,37035010304,664,664,4478,19.5236695089679,3299,3401,2021-04-29
Catawba,1186,35,37035010201,880,880,5000,22.9047371160854,3714,3842,2021-04-29
Catawba,1187,35,37035010600,1759,1759,6517,33.6071837982423,5004,5234,2021-04-29
Catawba,1188,35,37035010700,346,346,2366,17.816683831102,1883,1942,2021-04-29
Catawba,1189,35,37035011701,1167,1167,4563,31.6003249390739,3448,3693,2021-04-29
Catawba,1190,35,37035010202,1643,1643,8599,24.2652488554128,6520,6771,2021-04-29
Catawba,1191,35,37035010900,743,743,3219,28.0060309084056,2555,2653,2021-04-29
Catawba,1192,35,37035011300,1147,1147,7036,22.0238095238095,4960,5208,2021-04-29
Catawba,1193,35,37035011102,1732,1732,7671,29.7696803025095,5606,5818,2021-04-29
Catawba,1194,35,37035011402,990,990,3893,30.5367057371993,3211,3242,2021-04-29
Catawba,1195,35,37035010501,1522,1522,3857,47.4882995319813,3035,3205,2021-04-29
